match_id,date,time,weekday,competition,season,round,venue,opponent,home_team,away_team,home_team_id,away_team_id,home_goals,away_goals,home_ht,away_ht,team_goals,opponent_goals,result,status,match_url
10169221,2022-06-11,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,SJK Akatemia,KTP,89908,2255,1,1,1,0,1,1,平,finished,https://www.sofascore.com/football/match/sjk-akatemia-ktp/fVsiYK#id:10169221
10169222,2022-06-12,23:30,Sunday,Ykkosliiga,Ykkonen 2022,1,,,FF Jaro,IF Gnistan,2252,2271,0,2,0,0,0,2,负,finished,https://www.sofascore.com/football/match/if-gnistan-ff-jaro/cVswV#id:10169222
10169198,2022-06-15,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,KTP,IF Gnistan,2255,2271,4,0,2,0,4,0,胜,finished,https://www.sofascore.com/football/match/if-gnistan-ktp/fVswV#id:10169198
10166585,2022-06-18,20:00,Saturday,Veikkausliiga,Veikkausliiga 2022,10,,,FC Haka,IFK Mariehamn,2240,5058,3,2,2,1,3,2,胜,finished,https://www.sofascore.com/football/match/ifk-mariehamn-fc-haka/PUsibc#id:10166585
10166586,2022-06-18,20:00,Saturday,Veikkausliiga,Veikkausliiga 2022,10,,,FC Honka,KuPS,2260,2244,2,0,2,0,2,0,胜,finished,https://www.sofascore.com/football/match/fc-honka-kups/UUskV#id:10166586
10169223,2022-06-18,20:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,TPS,KPV,2254,2256,5,0,3,0,5,0,胜,finished,https://www.sofascore.com/football/match/kpv-tps/eVsgV#id:10169223
10166589,2022-06-18,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,11,,,SJK,Inter Turku,22395,2247,1,1,1,1,1,1,平,finished,https://www.sofascore.com/football/match/sjk-inter-turku/XUsVXi#id:10166589
10166587,2022-06-18,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,11,,,HJK,AC Oulu,2242,5114,0,1,0,0,0,1,负,finished,https://www.sofascore.com/football/match/ac-oulu-hjk/RUsocc#id:10166587
10169226,2022-06-18,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,MP,IF Gnistan,5115,2271,1,1,0,0,1,1,平,finished,https://www.sofascore.com/football/match/mp-if-gnistan/wVspcc#id:10169226
10169225,2022-06-18,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,FF Jaro,KTP,2252,2255,2,2,1,0,2,2,平,finished,https://www.sofascore.com/football/match/ktp-ff-jaro/cVsfV#id:10169225
10169224,2022-06-18,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,EIF,SJK Akatemia,22372,89908,5,0,2,0,5,0,胜,finished,https://www.sofascore.com/football/match/sjk-akatemia-eif/xXisiYK#id:10169224
10166588,2022-06-18,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,11,,,Ilves,FC Lahti,22386,2249,3,2,1,1,3,2,胜,finished,https://www.sofascore.com/football/match/ilves-fc-lahti/ZUsLXi#id:10166588
10169227,2022-06-18,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,PEPO,PIF,2275,218204,2,1,2,1,2,1,胜,finished,https://www.sofascore.com/football/match/pif-pepo/AVseoMb#id:10169227
10169228,2022-06-19,01:00,Sunday,Ykkosliiga,Ykkonen 2022,1,,,PK-35,JäPS,50525,23422,2,2,2,0,2,2,平,finished,https://www.sofascore.com/football/match/pk-35-japs/xtjsAkv#id:10169228
10166644,2022-06-19,04:00,Sunday,Veikkausliiga,Veikkausliiga 2022,11,,,HIFK,VPS,2261,2246,1,5,0,2,1,5,负,finished,https://www.sofascore.com/football/match/hifk-vps/WUslV#id:10166644
10166594,2022-06-22,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2022,12,,,SJK,FC Haka,22395,2240,2,2,1,0,2,2,平,finished,https://www.sofascore.com/football/match/sjk-fc-haka/PUsVXi#id:10166594
10166595,2022-06-22,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2022,12,,,VPS,FC Honka,2246,2260,0,1,0,1,0,1,负,finished,https://www.sofascore.com/football/match/fc-honka-vps/WUskV#id:10166595
10166592,2022-06-22,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2022,11,,,Ilves,HIFK,22386,2261,0,1,0,0,0,1,负,finished,https://www.sofascore.com/football/match/ilves-hifk/lVsLXi#id:10166592
10166593,2022-06-22,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2022,12,,,KuPS,AC Oulu,2244,5114,2,1,0,1,2,1,胜,finished,https://www.sofascore.com/football/match/ac-oulu-kups/UUsocc#id:10166593
10166591,2022-06-22,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2022,11,,,Inter Turku,FC Lahti,2247,2249,5,1,1,0,5,1,胜,finished,https://www.sofascore.com/football/match/fc-lahti-inter-turku/XUsZU#id:10166591
10169233,2022-06-22,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,PIF,FF Jaro,218204,2252,0,2,0,1,0,2,负,finished,https://www.sofascore.com/football/match/pif-ff-jaro/cVseoMb#id:10169233
10169232,2022-06-22,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,KTP,PK-35,2255,50525,4,0,1,0,4,0,胜,finished,https://www.sofascore.com/football/match/pk-35-ktp/fVsAkv#id:10169232
10169230,2022-06-22,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,JäPS,MP,23422,5115,1,4,0,3,1,4,负,finished,https://www.sofascore.com/football/match/japs-mp/pccsxtj#id:10169230
10169229,2022-06-22,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,IF Gnistan,TPS,2271,2254,0,1,0,1,0,1,负,finished,https://www.sofascore.com/football/match/if-gnistan-tps/eVswV#id:10169229
10169231,2022-06-22,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,KPV,EIF,2256,22372,1,1,0,1,1,1,平,finished,https://www.sofascore.com/football/match/eif-kpv/gVsxXi#id:10169231
10166596,2022-06-23,00:00,Thursday,Veikkausliiga,Veikkausliiga 2022,12,,,IFK Mariehamn,HJK,5058,2242,2,1,1,1,2,1,胜,finished,https://www.sofascore.com/football/match/ifk-mariehamn-hjk/RUsibc#id:10166596
10169234,2022-06-23,23:30,Thursday,Ykkosliiga,Ykkonen 2022,1,,,SJK Akatemia,PEPO,89908,2275,2,2,1,2,2,2,平,finished,https://www.sofascore.com/football/match/sjk-akatemia-pepo/AVsiYK#id:10169234
10169235,2022-07-01,23:30,Friday,Ykkosliiga,Ykkonen 2022,1,,,IF Gnistan,KPV,2271,2256,1,2,0,1,1,2,负,finished,https://www.sofascore.com/football/match/if-gnistan-kpv/gVswV#id:10169235
10169236,2022-07-01,23:30,Friday,Ykkosliiga,Ykkonen 2022,1,,,JäPS,TPS,23422,2254,0,1,0,0,0,1,负,finished,https://www.sofascore.com/football/match/japs-tps/eVsxtj#id:10169236
10169237,2022-07-01,23:30,Friday,Ykkosliiga,Ykkonen 2022,1,,,KTP,MP,2255,5115,4,1,2,1,4,1,胜,finished,https://www.sofascore.com/football/match/mp-ktp/fVspcc#id:10169237
10166597,2022-07-02,20:00,Saturday,Veikkausliiga,Veikkausliiga 2022,12,,,FC Honka,IFK Mariehamn,2260,5058,1,1,1,0,1,1,平,finished,https://www.sofascore.com/football/match/ifk-mariehamn-fc-honka/kVsibc#id:10166597
10169238,2022-07-02,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,PEPO,EIF,2275,22372,2,2,1,0,2,2,平,finished,https://www.sofascore.com/football/match/eif-pepo/AVsxXi#id:10169238
10169240,2022-07-02,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,SJK Akatemia,FF Jaro,89908,2252,1,3,1,3,1,3,负,finished,https://www.sofascore.com/football/match/sjk-akatemia-ff-jaro/cVsiYK#id:10169240
10169239,2022-07-02,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,PIF,PK-35,218204,50525,3,2,1,0,3,2,胜,finished,https://www.sofascore.com/football/match/pif-pk-35/AkvseoMb#id:10169239
10166598,2022-07-02,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,12,,,AC Oulu,VPS,5114,2246,0,6,0,2,0,6,负,finished,https://www.sofascore.com/football/match/ac-oulu-vps/WUsocc#id:10166598
10166600,2022-07-02,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,13,,,HJK,KuPS,2242,2244,1,1,0,1,1,1,平,finished,https://www.sofascore.com/football/match/kups-hjk/RUsUU#id:10166600
10166599,2022-07-02,23:00,Saturday,Veikkausliiga,Veikkausliiga 2022,13,,,FC Lahti,Inter Turku,2249,2247,2,1,1,1,2,1,胜,finished,https://www.sofascore.com/football/match/fc-lahti-inter-turku/XUsZU#id:10166599
10166601,2022-07-04,23:00,Monday,Veikkausliiga,Veikkausliiga 2022,13,,,HIFK,Ilves,2261,22386,0,1,0,1,0,1,负,finished,https://www.sofascore.com/football/match/ilves-hifk/lVsLXi#id:10166601
10169241,2022-07-04,23:30,Monday,Ykkosliiga,Ykkonen 2022,1,,,TPS,KTP,2254,2255,1,3,1,1,1,3,负,finished,https://www.sofascore.com/football/match/ktp-tps/eVsfV#id:10169241
10169246,2022-07-06,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,PK-35,SJK Akatemia,50525,89908,2,0,2,0,2,0,胜,finished,https://www.sofascore.com/football/match/sjk-akatemia-pk-35/AkvsiYK#id:10169246
10169245,2022-07-06,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,MP,PIF,5115,218204,2,3,2,0,2,3,负,finished,https://www.sofascore.com/football/match/pif-mp/pccseoMb#id:10169245
10169244,2022-07-06,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,KPV,JäPS,2256,23422,1,0,1,0,1,0,胜,finished,https://www.sofascore.com/football/match/japs-kpv/gVsxtj#id:10169244
10169242,2022-07-06,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,EIF,IF Gnistan,22372,2271,0,2,0,1,0,2,负,finished,https://www.sofascore.com/football/match/eif-if-gnistan/wVsxXi#id:10169242
10169243,2022-07-06,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,FF Jaro,PEPO,2252,2275,3,0,1,0,3,0,胜,finished,https://www.sofascore.com/football/match/pepo-ff-jaro/cVsAV#id:10169243
10166602,2022-07-09,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,13,,,HIFK,FC Haka,2261,2240,0,2,0,1,0,2,负,finished,https://www.sofascore.com/football/match/hifk-fc-haka/PUslV#id:10166602
10166603,2022-07-09,22:30,Saturday,Veikkausliiga,Veikkausliiga 2022,13,,,VPS,IFK Mariehamn,2246,5058,1,3,0,1,1,3,负,finished,https://www.sofascore.com/football/match/ifk-mariehamn-vps/WUsibc#id:10166603
10166604,2022-07-10,21:00,Sunday,Veikkausliiga,Veikkausliiga 2022,13,,,KuPS,FC Lahti,2244,2249,4,0,1,0,4,0,胜,finished,https://www.sofascore.com/football/match/fc-lahti-kups/UUsZU#id:10166604
10166605,2022-07-10,21:00,Sunday,Veikkausliiga,Veikkausliiga 2022,14,,,SJK,FC Honka,22395,2260,3,2,0,1,3,2,胜,finished,https://www.sofascore.com/football/match/sjk-fc-honka/kVsVXi#id:10166605
10169248,2022-07-10,23:30,Sunday,Ykkosliiga,Ykkonen 2022,1,,,PEPO,PK-35,2275,50525,3,3,1,1,3,3,平,finished,https://www.sofascore.com/football/match/pk-35-pepo/AVsAkv#id:10169248
10169249,2022-07-10,23:30,Sunday,Ykkosliiga,Ykkonen 2022,1,,,PIF,TPS,218204,2254,0,2,0,1,0,2,负,finished,https://www.sofascore.com/football/match/pif-tps/eVseoMb#id:10169249
10169247,2022-07-10,23:30,Sunday,Ykkosliiga,Ykkonen 2022,1,,,FF Jaro,EIF,2252,22372,3,3,2,1,3,3,平,finished,https://www.sofascore.com/football/match/eif-ff-jaro/cVsxXi#id:10169247
10166606,2022-07-11,23:00,Monday,Veikkausliiga,Veikkausliiga 2022,14,,,Ilves,AC Oulu,22386,5114,0,2,0,1,0,2,负,finished,https://www.sofascore.com/football/match/ilves-ac-oulu/occsLXi#id:10166606
10169250,2022-07-11,23:30,Monday,Ykkosliiga,Ykkonen 2022,1,,,JäPS,IF Gnistan,23422,2271,2,1,1,0,2,1,胜,finished,https://www.sofascore.com/football/match/japs-if-gnistan/wVsxtj#id:10169250
10169252,2022-07-11,23:30,Monday,Ykkosliiga,Ykkonen 2022,1,,,SJK Akatemia,MP,89908,5115,2,1,2,0,2,1,胜,finished,https://www.sofascore.com/football/match/sjk-akatemia-mp/pccsiYK#id:10169252
10169251,2022-07-11,23:30,Monday,Ykkosliiga,Ykkonen 2022,1,,,KTP,KPV,2255,2256,3,0,1,0,3,0,胜,finished,https://www.sofascore.com/football/match/kpv-ktp/fVsgV#id:10169251
10166607,2022-07-15,23:00,Friday,Veikkausliiga,Veikkausliiga 2022,14,,,FC Honka,FC Lahti,2260,2249,5,0,3,0,5,0,胜,finished,https://www.sofascore.com/football/match/fc-honka-fc-lahti/ZUskV#id:10166607
10169253,2022-07-15,23:30,Friday,Ykkosliiga,Ykkonen 2022,1,,,MP,PEPO,5115,2275,2,1,0,0,2,1,胜,finished,https://www.sofascore.com/football/match/mp-pepo/AVspcc#id:10169253
10169254,2022-07-15,23:30,Friday,Ykkosliiga,Ykkonen 2022,1,,,TPS,SJK Akatemia,2254,89908,2,1,0,1,2,1,胜,finished,https://www.sofascore.com/football/match/sjk-akatemia-tps/eVsiYK#id:10169254
10166608,2022-07-16,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,14,,,HJK,VPS,2242,2246,3,1,1,1,3,1,胜,finished,https://www.sofascore.com/football/match/vps-hjk/RUsWU#id:10166608
10169256,2022-07-16,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,KPV,PIF,2256,218204,2,1,2,0,2,1,胜,finished,https://www.sofascore.com/football/match/pif-kpv/gVseoMb#id:10169256
10169255,2022-07-16,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,EIF,JäPS,22372,23422,0,3,0,1,0,3,负,finished,https://www.sofascore.com/football/match/japs-eif/xXisxtj#id:10169255
10169257,2022-07-16,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,PK-35,FF Jaro,50525,2252,0,4,0,3,0,4,负,finished,https://www.sofascore.com/football/match/pk-35-ff-jaro/cVsAkv#id:10169257
10166609,2022-07-16,23:30,Saturday,Veikkausliiga,Veikkausliiga 2022,14,,,IFK Mariehamn,HIFK,5058,2261,1,1,1,1,1,1,平,finished,https://www.sofascore.com/football/match/ifk-mariehamn-hifk/lVsibc#id:10166609
10166610,2022-07-17,21:00,Sunday,Veikkausliiga,Veikkausliiga 2022,14,,,SJK,Ilves,22395,22386,3,3,1,1,3,3,平,finished,https://www.sofascore.com/football/match/sjk-ilves/LXisVXi#id:10166610
10169258,2022-07-17,23:30,Sunday,Ykkosliiga,Ykkonen 2022,1,,,IF Gnistan,KTP,2271,2255,2,1,2,1,2,1,胜,finished,https://www.sofascore.com/football/match/if-gnistan-ktp/fVswV#id:10169258
10166611,2022-07-18,23:00,Monday,Veikkausliiga,Veikkausliiga 2022,15,,,FC Haka,Inter Turku,2240,2247,3,2,1,1,3,2,胜,finished,https://www.sofascore.com/football/match/inter-turku-fc-haka/PUsXU#id:10166611
10169259,2022-07-20,23:30,Wednesday,Ykkosliiga,Ykkonen 2022,1,,,FF Jaro,SJK Akatemia,2252,89908,1,1,1,0,1,1,平,finished,https://www.sofascore.com/football/match/sjk-akatemia-ff-jaro/cVsiYK#id:10169259
10169260,2022-07-22,23:30,Friday,Ykkosliiga,Ykkonen 2022,1,,,KTP,JäPS,2255,23422,3,1,2,0,3,1,胜,finished,https://www.sofascore.com/football/match/japs-ktp/fVsxtj#id:10169260
10166613,2022-07-23,19:00,Saturday,Veikkausliiga,Veikkausliiga 2022,15,,,Ilves,HJK,22386,2242,1,2,1,0,1,2,负,finished,https://www.sofascore.com/football/match/ilves-hjk/RUsLXi#id:10166613
10169261,2022-07-23,21:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,FF Jaro,MP,2252,5115,2,0,1,0,2,0,胜,finished,https://www.sofascore.com/football/match/mp-ff-jaro/cVspcc#id:10169261
10169262,2022-07-23,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,PEPO,TPS,2275,2254,1,1,0,0,1,1,平,finished,https://www.sofascore.com/football/match/pepo-tps/eVsAV#id:10169262
10169264,2022-07-23,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,PK-35,EIF,50525,22372,3,1,0,0,3,1,胜,finished,https://www.sofascore.com/football/match/pk-35-eif/xXisAkv#id:10169264
10169263,2022-07-23,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,PIF,IF Gnistan,218204,2271,1,0,0,0,1,0,胜,finished,https://www.sofascore.com/football/match/pif-if-gnistan/wVseoMb#id:10169263
10166612,2022-07-23,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,15,,,AC Oulu,IFK Mariehamn,5114,5058,3,1,2,1,3,1,胜,finished,https://www.sofascore.com/football/match/ac-oulu-ifk-mariehamn/ibcsocc#id:10166612
10166615,2022-07-23,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,15,,,VPS,FC Haka,2246,2240,3,3,2,2,3,3,平,finished,https://www.sofascore.com/football/match/vps-fc-haka/PUsWU#id:10166615
10166616,2022-07-24,21:00,Sunday,Veikkausliiga,Veikkausliiga 2022,15,,,FC Lahti,SJK,2249,22395,1,3,0,2,1,3,负,finished,https://www.sofascore.com/football/match/sjk-fc-lahti/ZUsVXi#id:10166616
10166614,2022-07-24,21:00,Sunday,Veikkausliiga,Veikkausliiga 2022,15,,,KuPS,HIFK,2244,2261,5,1,1,0,5,1,胜,finished,https://www.sofascore.com/football/match/hifk-kups/UUslV#id:10166614
10166617,2022-07-25,23:00,Monday,Veikkausliiga,Veikkausliiga 2022,16,,,Inter Turku,FC Honka,2247,2260,0,1,0,0,0,1,负,finished,https://www.sofascore.com/football/match/fc-honka-inter-turku/XUskV#id:10166617
10169265,2022-07-25,23:30,Monday,Ykkosliiga,Ykkonen 2022,1,,,SJK Akatemia,KPV,89908,2256,1,1,1,0,1,1,平,finished,https://www.sofascore.com/football/match/sjk-akatemia-kpv/gVsiYK#id:10169265
10302490,2022-07-28,00:00,Thursday,Ykkosliiga,Ykkonen 2022,1,,,PEPO,MP,2275,5115,2,1,0,1,2,1,胜,finished,https://www.sofascore.com/football/match/mp-pepo/AVspcc#id:10302490
10166618,2022-07-29,23:00,Friday,Veikkausliiga,Veikkausliiga 2022,16,,,FC Lahti,Ilves,2249,22386,1,1,0,1,1,1,平,finished,https://www.sofascore.com/football/match/ilves-fc-lahti/ZUsLXi#id:10166618
10169266,2022-07-30,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,EIF,KTP,22372,2255,2,0,2,0,2,0,胜,finished,https://www.sofascore.com/football/match/eif-ktp/fVsxXi#id:10169266
10166620,2022-07-30,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,16,,,HJK,IFK Mariehamn,2242,5058,1,0,1,0,1,0,胜,finished,https://www.sofascore.com/football/match/ifk-mariehamn-hjk/RUsibc#id:10166620
10166619,2022-07-30,22:00,Saturday,Veikkausliiga,Veikkausliiga 2022,16,,,FC Honka,VPS,2260,2246,4,0,0,0,4,0,胜,finished,https://www.sofascore.com/football/match/fc-honka-vps/WUskV#id:10166619
10169269,2022-07-30,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,TPS,FF Jaro,2254,2252,3,1,2,0,3,1,胜,finished,https://www.sofascore.com/football/match/tps-ff-jaro/cVseV#id:10169269
10169267,2022-07-30,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,JäPS,PIF,23422,218204,4,1,3,0,4,1,胜,finished,https://www.sofascore.com/football/match/pif-japs/xtjseoMb#id:10169267
10169268,2022-07-30,22:00,Saturday,Ykkosliiga,Ykkonen 2022,1,,,KPV,PEPO,2256,2275,2,1,1,0,2,1,胜,finished,https://www.sofascore.com/football/match/pepo-kpv/gVsAV#id:10169268
10166622,2022-07-31,20:00,Sunday,Veikkausliiga,Veikkausliiga 2022,16,,,FC Haka,KuPS,2240,2244,2,1,0,0,2,1,胜,finished,https://www.sofascore.com/football/match/kups-fc-haka/PUsUU#id:10166622
10166621,2022-07-31,21:00,Sunday,Veikkausliiga,Veikkausliiga 2022,16,,,SJK,AC Oulu,22395,5114,3,2,1,0,3,2,胜,finished,https://www.sofascore.com/football/match/sjk-ac-oulu/occsVXi#id:10166621
10169271,2022-07-31,23:30,Sunday,Ykkosliiga,Ykkonen 2022,1,,,MP,PK-35,5115,50525,1,2,1,0,1,2,负,finished,https://www.sofascore.com/football/match/pk-35-mp/pccsAkv#id:10169271
10169270,2022-07-31,23:30,Sunday,Ykkosliiga,Ykkonen 2022,1,,,IF Gnistan,SJK Akatemia,2271,89908,0,0,0,0,0,0,平,finished,https://www.sofascore.com/football/match/sjk-akatemia-if-gnistan/wVsiYK#id:10169270
10166623,2022-08-01,23:00,Monday,Veikkausliiga,Veikkausliiga 2022,17,,,HIFK,Inter Turku,2261,2247,0,3,0,2,0,3,负,finished,https://www.sofascore.com/football/match/hifk-inter-turku/XUslV#id:10166623
11296795,2023-06-03,17:45,Saturday,"A-League Men, Playoffs",A-League 22/23,29,,,Melbourne City,Central Coast Mariners,42210,5966,1,6,1,2,1,6,负,finished,https://www.sofascore.com/football/match/melbourne-city-central-coast-mariners/qucskUq#id:11296795
11030149,2023-06-04,23:00,Sunday,Ykkosliiga,Ykkonen 2023,1,,,IF Gnistan,JäPS,2271,23422,0,0,0,0,0,0,平,finished,https://www.sofascore.com/football/match/japs-if-gnistan/wVsxtj#id:11030149
11030147,2023-06-04,23:00,Sunday,Ykkosliiga,Ykkonen 2023,1,,,KäPa,EIF,2273,22372,2,3,1,2,2,3,负,finished,https://www.sofascore.com/football/match/eif-kapa/yVsxXi#id:11030147
11030151,2023-06-04,23:00,Sunday,Ykkosliiga,Ykkonen 2023,1,,,SJK Akatemia,KPV,89908,2256,2,0,1,0,2,0,胜,finished,https://www.sofascore.com/football/match/sjk-akatemia-kpv/gVsiYK#id:11030151
11030150,2023-06-04,23:00,Sunday,Ykkosliiga,Ykkonen 2023,1,,,SalPa,MP,22394,5115,1,2,0,1,1,2,负,finished,https://www.sofascore.com/football/match/salpa-mp/pccsUXi#id:11030150
11030148,2023-06-04,23:00,Sunday,Ykkosliiga,Ykkonen 2023,1,,,HIFK,FF Jaro,2261,2252,1,1,0,0,1,1,平,finished,https://www.sofascore.com/football/match/hifk-ff-jaro/cVslV#id:11030148
11016055,2023-06-07,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2023,11,,,FC Honka,IFK Mariehamn,2260,5058,2,1,2,1,2,1,胜,finished,https://www.sofascore.com/football/match/ifk-mariehamn-fc-honka/kVsibc#id:11016055
11016051,2023-06-07,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2023,10,,,KuPS,AC Oulu,2244,5114,1,0,1,0,1,0,胜,finished,https://www.sofascore.com/football/match/ac-oulu-kups/UUsocc#id:11016051
11016058,2023-06-07,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2023,10,,,Inter Turku,KTP,2247,2255,2,1,1,0,2,1,胜,finished,https://www.sofascore.com/football/match/ktp-inter-turku/XUsfV#id:11016058
11016044,2023-06-07,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2023,11,,,FC Lahti,HJK,2249,2242,1,2,1,0,1,2,负,finished,https://www.sofascore.com/football/match/fc-lahti-hjk/RUsZU#id:11016044
11016045,2023-06-07,23:00,Wednesday,Veikkausliiga,Veikkausliiga 2023,11,,,FC Haka,Ilves,2240,22386,1,1,0,1,1,1,平,finished,https://www.sofascore.com/football/match/ilves-fc-haka/PUsLXi#id:11016045
11030144,2023-06-07,23:30,Wednesday,Ykkosliiga,Ykkonen 2023,1,,,EIF,HIFK,22372,2261,0,0,0,0,0,0,平,finished,https://www.sofascore.com/football/match/eif-hifk/lVsxXi#id:11030144
11030145,2023-06-07,23:30,Wednesday,Ykkosliiga,Ykkonen 2023,1,,,JäPS,SJK Akatemia,23422,89908,1,3,1,2,1,3,负,finished,https://www.sofascore.com/football/match/sjk-akatemia-japs/xtjsiYK#id:11030145
11030146,2023-06-07,23:30,Wednesday,Ykkosliiga,Ykkonen 2023,1,,,MP,JJK Jyväskylä,5115,7298,4,3,1,3,4,3,胜,finished,https://www.sofascore.com/football/match/jjk-jyvaskyla-mp/pccsYVc#id:11030146
11016035,2023-06-08,23:15,Thursday,Veikkausliiga,Veikkausliiga 2023,11,,,SJK,VPS,22395,2246,2,1,1,0,2,1,胜,finished,https://www.sofascore.com/football/match/sjk-vps/WUsVXi#id:11016035
11030143,2023-06-08,23:30,Thursday,Ykkosliiga,Ykkonen 2023,1,,,KPV,SalPa,2256,22394,1,0,0,0,1,0,胜,finished,https://www.sofascore.com/football/match/salpa-kpv/gVsUXi#id:11030143
11030142,2023-06-08,23:30,Thursday,Ykkosliiga,Ykkonen 2023,1,,,TPS,KäPa,2254,2273,4,1,1,0,4,1,胜,finished,https://www.sofascore.com/football/match/kapa-tps/eVsyV#id:11030142
